fold,feature,is_commute_hte,is_income_hte,is_fine_income_te,is_exact_te,is_income_digit,is_exact_frequency,gain_importance
4,FE__income_last2,False,False,False,False,True,False,0.012601959519088268
4,FE__income_last3,False,False,False,False,True,False,0.012600372545421124
4,FE__income_exact_frequency_count,False,False,False,False,False,True,0.015633175149559975
4,FE__income_exact_frequency_log1p,False,False,False,False,False,True,0.015177986584603786
4,FE__income_exact_frequency_rate,False,False,False,False,False,True,0.017242131754755974
4,FE__commute_exact_frequency_count,False,False,False,False,False,True,0.012232241220772266
4,FE__commute_exact_frequency_log1p,False,False,False,False,False,True,0.012356169521808624
4,FE__commute_exact_frequency_rate,False,False,False,False,False,True,0.011165396310389042
4,TE__Annual_Income_USD_exact,False,False,False,True,False,False,0.1267510950565338
4,TE__Daily_Commute_km_exact,False,False,False,True,False,False,0.02839650958776474
4,HTE__income_1k_bucket,False,True,False,False,False,False,0.014578739181160927
4,HTE__income_10k_bucket,False,True,False,False,False,False,0.034538384526968
4,HTE__income_100k_bucket,False,True,False,False,False,False,0.013858194462954998
4,HTE__commute_1km_bucket,True,False,False,False,False,False,0.03946753218770027
4,HTE__commute_5km_bucket,True,False,False,False,False,False,0.012638256885111332
4,HTE__commute_10km_bucket,True,False,False,False,False,False,0.012726345099508762
4,HTE__income_50_bucket,False,False,True,False,False,False,0.061404868960380554
4,HTE__income_250_bucket,False,False,True,False,False,False,0.021181637421250343
